c_site,state,year,age,race,sex,inci,pop
Kidney and Renal Pelvis,West Virginia,2015.0,65-74 years,White,male,95,91444.0
Kidney and Renal Pelvis,West Virginia,2015.0,75-84 years,White,male,36,41403.0
Kidney and Renal Pelvis,West Virginia,2016.0,45-54 years,White,male,43,113685.0
Kidney and Renal Pelvis,West Virginia,2016.0,55-64 years,White,male,75,122184.0
Kidney and Renal Pelvis,West Virginia,2016.0,65-74 years,White,male,83,93785.0
Kidney and Renal Pelvis,West Virginia,2016.0,75-84 years,White,male,45,41583.0
Kidney and Renal Pelvis,Wisconsin,2012.0,35-44 years,White,male,17,303907.0
Kidney and Renal Pelvis,Wisconsin,2012.0,45-54 years,White,male,106,387511.0
Kidney and Renal Pelvis,Wisconsin,2012.0,55-64 years,White,male,189,345302.0
Kidney and Renal Pelvis,Wisconsin,2012.0,65-74 years,White,male,187,199765.0
Kidney and Renal Pelvis,Wisconsin,2012.0,75-84 years,White,male,119,106658.0
Kidney and Renal Pelvis,Wisconsin,2012.0,85+ years,White,male,36,40604.0
Kidney and Renal Pelvis,Wisconsin,2013.0,35-44 years,White,male,26,303599.0
Kidney and Renal Pelvis,Wisconsin,2013.0,45-54 years,White,male,89,375517.0
Kidney and Renal Pelvis,Wisconsin,2013.0,55-64 years,White,male,193,355265.0
Kidney and Renal Pelvis,Wisconsin,2013.0,65-74 years,White,male,205,209772.0
Kidney and Renal Pelvis,Wisconsin,2013.0,75-84 years,White,male,136,107009.0
Kidney and Renal Pelvis,Wisconsin,2013.0,85+ years,White,male,48,41868.0
Kidney and Renal Pelvis,Wisconsin,2014.0,35-44 years,White,male,38,299458.0
Kidney and Renal Pelvis,Wisconsin,2014.0,45-54 years,White,male,122,367267.0
Kidney and Renal Pelvis,Wisconsin,2014.0,55-64 years,White,male,202,359997.0
Kidney and Renal Pelvis,Wisconsin,2014.0,65-74 years,White,male,196,220973.0
Kidney and Renal Pelvis,Wisconsin,2014.0,75-84 years,White,male,135,110700.0
Kidney and Renal Pelvis,Wisconsin,2014.0,85+ years,White,male,48,41410.0
Kidney and Renal Pelvis,Wisconsin,2015.0,35-44 years,White,male,21,299220.0
Kidney and Renal Pelvis,Wisconsin,2015.0,45-54 years,White,male,108,359815.0
Kidney and Renal Pelvis,Wisconsin,2015.0,55-64 years,White,male,226,366125.0
Kidney and Renal Pelvis,Wisconsin,2015.0,65-74 years,White,male,235,231109.0
Kidney and Renal Pelvis,Wisconsin,2015.0,75-84 years,White,male,107,114053.0
Kidney and Renal Pelvis,Wisconsin,2015.0,85+ years,White,male,34,39724.0
Kidney and Renal Pelvis,Wisconsin,2016.0,35-44 years,White,male,16,295289.0
Kidney and Renal Pelvis,Wisconsin,2016.0,45-54 years,White,male,120,349876.0
Kidney and Renal Pelvis,Wisconsin,2016.0,55-64 years,White,male,246,368767.0
Kidney and Renal Pelvis,Wisconsin,2016.0,65-74 years,White,male,262,241771.0
Kidney and Renal Pelvis,Wisconsin,2016.0,75-84 years,White,male,136,113371.0
Kidney and Renal Pelvis,Wisconsin,2016.0,85+ years,White,male,42,42379.0
Kidney and Renal Pelvis,Wyoming,2013.0,55-64 years,White,male,17,38611.0
Larynx,Alabama,2012.0,55-64 years,White,male,58,219364.0
Larynx,Alabama,2012.0,65-74 years,White,male,42,150079.0
Larynx,Alabama,2013.0,45-54 years,White,male,18,234831.0
Larynx,Alabama,2013.0,55-64 years,White,male,47,220923.0
Larynx,Alabama,2013.0,65-74 years,White,male,45,155370.0
Larynx,Alabama,2014.0,55-64 years,Black or African American,male,19,68358.0
Larynx,Alabama,2014.0,55-64 years,White,male,53,221850.0
Larynx,Alabama,2014.0,65-74 years,White,male,46,160819.0
Larynx,Alabama,2015.0,55-64 years,White,male,53,224728.0
Larynx,Alabama,2015.0,65-74 years,White,male,49,165653.0
Larynx,Alabama,2016.0,55-64 years,White,male,44,225284.0
Larynx,Alabama,2016.0,65-74 years,White,male,49,170282.0
Larynx,Arizona,2012.0,55-64 years,White,male,41,313486.0
Larynx,Arizona,2012.0,65-74 years,White,male,41,240125.0
Larynx,Arizona,2013.0,55-64 years,White,male,35,317997.0
Larynx,Arizona,2013.0,65-74 years,White,male,54,250636.0
Larynx,Arizona,2013.0,75-84 years,White,male,19,134235.0
Larynx,Arizona,2014.0,65-74 years,White,male,54,265302.0
Larynx,Arizona,2015.0,55-64 years,White,male,18,324143.0
Larynx,Arizona,2015.0,65-74 years,White,male,41,275732.0
Larynx,Arizona,2015.0,75-84 years,White,male,16,143619.0
Larynx,Arizona,2016.0,55-64 years,White,male,17,327623.0
Larynx,Arizona,2016.0,65-74 years,White,male,47,287112.0
Larynx,Arkansas,2012.0,55-64 years,White,male,16,144964.0
Larynx,Arkansas,2012.0,65-74 years,White,male,24,105379.0
Larynx,Arkansas,2013.0,55-64 years,White,male,24,145562.0
Larynx,Arkansas,2013.0,65-74 years,White,male,36,108573.0
Larynx,Arkansas,2014.0,65-74 years,White,male,40,111586.0
Larynx,Arkansas,2015.0,55-64 years,White,male,17,147606.0
Larynx,Arkansas,2016.0,55-64 years,White,male,37,149287.0
Larynx,Arkansas,2016.0,65-74 years,White,male,16,115491.0
Larynx,California,2012.0,45-54 years,White,male,41,1691351.0
Larynx,California,2012.0,55-64 years,White,male,171,1436584.0
Larynx,California,2012.0,65-74 years,White,male,196,864417.0
Larynx,California,2012.0,75-84 years,White,male,122,448304.0
Larynx,California,2012.0,85+ years,White,male,48,182999.0
Larynx,California,2013.0,45-54 years,White,male,53,1678506.0
Larynx,California,2013.0,55-64 years,White,male,159,1464026.0
Larynx,California,2013.0,65-74 years,White,male,178,914625.0
Larynx,California,2013.0,75-84 years,White,male,135,456690.0
Larynx,California,2013.0,85+ years,White,male,39,185925.0
Larynx,California,2014.0,45-54 years,White,male,35,1648808.0
Larynx,California,2014.0,55-64 years,White,male,164,1486460.0
Larynx,California,2014.0,65-74 years,White,male,172,951045.0
Larynx,California,2014.0,75-84 years,White,male,107,472941.0
Larynx,California,2014.0,85+ years,White,male,49,181905.0
Larynx,California,2015.0,45-54 years,White,male,49,1628493.0
Larynx,California,2015.0,55-64 years,White,male,154,1517385.0
Larynx,California,2015.0,65-74 years,White,male,181,996141.0
Larynx,California,2015.0,75-84 years,White,male,128,477746.0
Larynx,California,2015.0,85+ years,White,male,44,187420.0
Larynx,California,2016.0,45-54 years,White,male,32,1591240.0
Larynx,California,2016.0,55-64 years,White,male,149,1510607.0
Larynx,California,2016.0,65-74 years,White,male,199,1020765.0
Larynx,California,2016.0,75-84 years,White,male,107,485094.0
Larynx,California,2016.0,85+ years,White,male,36,190852.0
Larynx,Colorado,2013.0,65-74 years,White,male,17,170051.0
Larynx,Colorado,2013.0,75-84 years,White,male,19,77086.0
Larynx,Colorado,2014.0,55-64 years,White,male,35,293856.0
Larynx,Colorado,2014.0,65-74 years,White,male,19,180755.0
Larynx,Colorado,2014.0,75-84 years,White,male,18,78329.0
Larynx,Colorado,2015.0,55-64 years,White,male,20,298482.0
Larynx,Colorado,2015.0,65-74 years,White,male,37,191418.0
Larynx,Colorado,2016.0,55-64 years,White,male,33,304446.0
Larynx,Colorado,2016.0,65-74 years,White,male,31,199883.0
Larynx,Connecticut,2012.0,45-54 years,White,male,16,228610.0
Larynx,Connecticut,2012.0,55-64 years,White,male,16,196334.0
Larynx,Connecticut,2012.0,65-74 years,White,male,16,115654.0
Larynx,Connecticut,2013.0,55-64 years,White,male,21,199565.0
Larynx,Connecticut,2014.0,55-64 years,White,male,19,202655.0
Larynx,Connecticut,2014.0,65-74 years,White,male,37,125541.0
Larynx,Connecticut,2015.0,55-64 years,White,male,17,205758.0
Larynx,Connecticut,2015.0,65-74 years,White,male,20,128407.0
Larynx,Connecticut,2016.0,55-64 years,White,male,16,207047.0
Larynx,Connecticut,2016.0,65-74 years,White,male,44,133164.0
Larynx,Florida,2012.0,45-54 years,White,male,94,1060770.0
Larynx,Florida,2012.0,55-64 years,Black or African American,male,20,142506.0
Larynx,Florida,2012.0,55-64 years,White,male,219,958018.0
Larynx,Florida,2012.0,65-74 years,White,male,225,779435.0
Larynx,Florida,2012.0,75-84 years,White,male,127,455771.0
Larynx,Florida,2012.0,85+ years,White,male,37,171122.0
Larynx,Florida,2013.0,45-54 years,White,male,110,1053334.0
Larynx,Florida,2013.0,55-64 years,White,male,200,972321.0
Larynx,Florida,2013.0,65-74 years,White,male,226,815413.0
Larynx,Florida,2013.0,75-84 years,White,male,125,475950.0
Larynx,Florida,2013.0,85+ years,White,male,41,168698.0
Larynx,Florida,2014.0,45-54 years,White,male,92,1056844.0
Larynx,Florida,2014.0,55-64 years,Black or African American,male,16,156528.0
Larynx,Florida,2014.0,55-64 years,White,male,223,995989.0
Larynx,Florida,2014.0,65-74 years,White,male,269,849730.0
Larynx,Florida,2014.0,75-84 years,White,male,132,485533.0
Larynx,Florida,2014.0,85+ years,White,male,47,178299.0
Larynx,Florida,2015.0,45-54 years,White,male,87,1058923.0
Larynx,Florida,2015.0,55-64 years,Black or African American,male,36,163906.0
Larynx,Florida,2015.0,55-64 years,White,male,220,1019154.0
Larynx,Florida,2015.0,65-74 years,Black or African American,male,17,89629.0
Larynx,Florida,2015.0,65-74 years,White,male,223,884979.0
Larynx,Florida,2015.0,75-84 years,White,male,127,502525.0
Larynx,Florida,2015.0,85+ years,White,male,45,182127.0
Larynx,Florida,2016.0,45-54 years,White,male,78,1056265.0
Larynx,Florida,2016.0,55-64 years,Black or African American,male,33,168466.0
Larynx,Florida,2016.0,55-64 years,White,male,213,1048121.0
Larynx,Florida,2016.0,65-74 years,White,male,245,918295.0
Larynx,Florida,2016.0,75-84 years,White,male,136,517491.0
Larynx,Florida,2016.0,85+ years,White,male,45,188947.0
Larynx,Georgia,2012.0,45-54 years,White,male,21,439651.0
Larynx,Georgia,2012.0,55-64 years,Black or African American,male,45,139552.0
Larynx,Georgia,2012.0,55-64 years,White,male,72,373006.0
Larynx,Georgia,2012.0,65-74 years,White,male,69,239979.0
Larynx,Georgia,2012.0,75-84 years,White,male,25,109305.0
Larynx,Georgia,2013.0,45-54 years,Black or African American,male,17,192843.0
Larynx,Georgia,2013.0,45-54 years,White,male,20,435915.0
Larynx,Georgia,2013.0,55-64 years,Black or African American,male,53,142669.0
Larynx,Georgia,2013.0,55-64 years,White,male,73,375213.0
Larynx,Georgia,2013.0,65-74 years,Black or African American,male,20,68213.0
Larynx,Georgia,2013.0,65-74 years,White,male,72,254449.0
Larynx,Georgia,2013.0,75-84 years,White,male,41,111131.0
Larynx,Georgia,2014.0,45-54 years,White,male,21,434637.0
Larynx,Georgia,2014.0,55-64 years,Black or African American,male,42,150499.0
Larynx,Georgia,2014.0,55-64 years,White,male,62,379033.0
Larynx,Georgia,2014.0,65-74 years,Black or African American,male,21,75570.0
Larynx,Georgia,2014.0,65-74 years,White,male,68,265234.0
Larynx,Georgia,2014.0,75-84 years,White,male,21,113273.0
Larynx,Georgia,2015.0,45-54 years,White,male,20,437682.0
Larynx,Georgia,2015.0,55-64 years,Black or African American,male,40,155445.0
Larynx,Georgia,2015.0,55-64 years,White,male,66,385219.0
Larynx,Georgia,2015.0,65-74 years,White,male,83,274194.0
Larynx,Georgia,2015.0,75-84 years,White,male,19,120588.0
Larynx,Georgia,2016.0,45-54 years,White,male,29,432369.0
Larynx,Georgia,2016.0,55-64 years,Black or African American,male,20,157663.0
Larynx,Georgia,2016.0,55-64 years,White,male,71,391030.0
Larynx,Georgia,2016.0,65-74 years,Black or African American,male,39,86422.0
Larynx,Georgia,2016.0,65-74 years,White,male,74,285109.0
Larynx,Georgia,2016.0,75-84 years,White,male,41,122690.0
Larynx,Illinois,2012.0,45-54 years,White,male,34,690331.0
Larynx,Illinois,2012.0,55-64 years,Black or African American,male,18,90163.0
Larynx,Illinois,2012.0,55-64 years,White,male,108,601698.0
Larynx,Illinois,2012.0,65-74 years,White,male,89,350449.0
Larynx,Illinois,2012.0,75-84 years,White,male,70,183920.0
Larynx,Illinois,2012.0,85+ years,White,male,19,68934.0
Larynx,Illinois,2013.0,45-54 years,White,male,38,677947.0
Larynx,Illinois,2013.0,55-64 years,White,male,118,612543.0
Larynx,Illinois,2013.0,65-74 years,White,male,90,364451.0
Larynx,Illinois,2013.0,75-84 years,White,male,52,185519.0
Larynx,Illinois,2013.0,85+ years,White,male,21,71073.0
Larynx,Illinois,2014.0,45-54 years,White,male,34,666435.0
Larynx,Illinois,2014.0,55-64 years,Black or African American,male,38,94602.0
Larynx,Illinois,2014.0,55-64 years,White,male,104,621524.0
Larynx,Illinois,2014.0,65-74 years,White,male,118,379643.0
Larynx,Illinois,2014.0,75-84 years,White,male,62,187269.0
Larynx,Illinois,2015.0,45-54 years,White,male,37,649522.0
Larynx,Illinois,2015.0,55-64 years,Black or African American,male,23,96755.0
Larynx,Illinois,2015.0,55-64 years,White,male,115,627845.0
Larynx,Illinois,2015.0,65-74 years,White,male,91,393713.0
Larynx,Illinois,2015.0,75-84 years,White,male,63,186942.0
Larynx,Illinois,2016.0,45-54 years,White,male,31,632532.0
Larynx,Illinois,2016.0,55-64 years,Black or African American,male,21,98235.0
Larynx,Illinois,2016.0,55-64 years,White,male,117,633669.0
Larynx,Illinois,2016.0,65-74 years,White,male,101,402188.0
Larynx,Illinois,2016.0,75-84 years,White,male,57,190489.0
Larynx,Illinois,2016.0,85+ years,White,male,20,71328.0
Larynx,Indiana,2012.0,45-54 years,White,male,20,400125.0
Larynx,Indiana,2012.0,55-64 years,White,male,68,354985.0
Larynx,Indiana,2012.0,65-74 years,White,male,57,212697.0
Larynx,Indiana,2012.0,75-84 years,White,male,23,104584.0
Larynx,Indiana,2013.0,45-54 years,White,male,33,391653.0
Larynx,Indiana,2013.0,55-64 years,White,male,73,362404.0
Larynx,Indiana,2013.0,65-74 years,White,male,56,221479.0
Larynx,Indiana,2013.0,75-84 years,White,male,24,106593.0
Larynx,Indiana,2014.0,45-54 years,White,male,21,383268.0
Larynx,Indiana,2014.0,55-64 years,White,male,72,367555.0
Larynx,Indiana,2014.0,65-74 years,White,male,63,229815.0
Larynx,Indiana,2014.0,75-84 years,White,male,16,113038.0
Larynx,Indiana,2015.0,45-54 years,White,male,31,379293.0
Larynx,Indiana,2015.0,55-64 years,White,male,84,373949.0
Larynx,Indiana,2015.0,65-74 years,White,male,65,238789.0
Larynx,Indiana,2015.0,75-84 years,White,male,23,112125.0
Larynx,Indiana,2016.0,45-54 years,White,male,21,372305.0
Larynx,Indiana,2016.0,55-64 years,White,male,77,375497.0
Larynx,Indiana,2016.0,65-74 years,White,male,58,246370.0
Larynx,Indiana,2016.0,75-84 years,White,male,23,114267.0
Larynx,Iowa,2012.0,55-64 years,White,male,42,187600.0
Larynx,Iowa,2012.0,65-74 years,White,male,41,110861.0
Larynx,Iowa,2012.0,75-84 years,White,male,17,64028.0
Larynx,Iowa,2013.0,55-64 years,White,male,17,191289.0
Larynx,Iowa,2013.0,65-74 years,White,male,39,115830.0
Larynx,Iowa,2014.0,55-64 years,White,male,48,193855.0
Larynx,Iowa,2014.0,65-74 years,White,male,18,119952.0
Larynx,Iowa,2015.0,65-74 years,White,male,23,125598.0
Larynx,Iowa,2016.0,55-64 years,White,male,18,196735.0
Larynx,Iowa,2016.0,65-74 years,White,male,22,130948.0
Larynx,Kansas,2014.0,55-64 years,White,male,16,159614.0
Larynx,Kansas,2015.0,65-74 years,White,male,16,103335.0
Larynx,Kentucky,2012.0,45-54 years,White,male,30,276993.0
Larynx,Kentucky,2012.0,55-64 years,White,male,84,248971.0
Larynx,Kentucky,2012.0,65-74 years,White,male,68,156074.0
Larynx,Kentucky,2013.0,45-54 years,White,male,38,272773.0
Larynx,Kentucky,2013.0,55-64 years,White,male,61,252629.0
Larynx,Kentucky,2013.0,65-74 years,White,male,76,162294.0
Larynx,Kentucky,2014.0,45-54 years,White,male,21,269443.0
Larynx,Kentucky,2014.0,55-64 years,White,male,77,253663.0
Larynx,Kentucky,2014.0,65-74 years,White,male,49,168658.0
Larynx,Kentucky,2014.0,75-84 years,White,male,22,76057.0
Larynx,Kentucky,2015.0,45-54 years,White,male,26,264210.0
Larynx,Kentucky,2015.0,55-64 years,White,male,54,257194.0
Larynx,Kentucky,2015.0,65-74 years,White,male,65,174751.0
Larynx,Kentucky,2016.0,45-54 years,White,male,21,261954.0
Larynx,Kentucky,2016.0,55-64 years,White,male,54,258464.0
Larynx,Kentucky,2016.0,65-74 years,White,male,61,179733.0
Larynx,Kentucky,2016.0,75-84 years,White,male,21,78011.0
Larynx,Louisiana,2012.0,45-54 years,White,male,17,207455.0
Larynx,Louisiana,2012.0,55-64 years,White,male,51,188484.0
Larynx,Louisiana,2012.0,65-74 years,Black or African American,male,16,35873.0
Larynx,Louisiana,2012.0,65-74 years,White,male,44,118059.0
Larynx,Louisiana,2013.0,55-64 years,White,male,45,192045.0
Larynx,Louisiana,2013.0,65-74 years,White,male,16,122993.0
Larynx,Louisiana,2014.0,55-64 years,Black or African American,male,33,78549.0
Larynx,Louisiana,2014.0,55-64 years,White,male,42,193891.0
Larynx,Louisiana,2014.0,65-74 years,Black or African American,male,16,39627.0
Larynx,Louisiana,2014.0,65-74 years,White,male,17,127240.0
Larynx,Louisiana,2015.0,55-64 years,White,male,44,195423.0
Larynx,Louisiana,2015.0,65-74 years,White,male,24,131302.0
Larynx,Louisiana,2016.0,55-64 years,White,male,42,196308.0
Larynx,Louisiana,2016.0,65-74 years,White,male,44,135991.0
Larynx,Maryland,2012.0,55-64 years,White,male,18,235031.0
Larynx,Maryland,2013.0,55-64 years,White,male,40,238437.0
Larynx,Maryland,2013.0,65-74 years,White,male,20,146529.0
Larynx,Maryland,2014.0,55-64 years,White,male,36,238654.0
Larynx,Maryland,2015.0,55-64 years,White,male,16,241763.0
Larynx,Maryland,2016.0,55-64 years,White,male,41,244177.0
Larynx,Maryland,2016.0,65-74 years,White,male,25,161539.0
Larynx,Massachusetts,2012.0,55-64 years,White,male,60,357157.0
Larynx,Massachusetts,2012.0,65-74 years,White,male,44,211614.0
Larynx,Massachusetts,2012.0,75-84 years,White,male,38,112535.0
Larynx,Massachusetts,2013.0,45-54 years,White,male,17,407196.0
Larynx,Massachusetts,2013.0,55-64 years,White,male,68,362793.0
Larynx,Massachusetts,2013.0,65-74 years,White,male,71,223038.0
Larynx,Massachusetts,2013.0,75-84 years,White,male,47,111739.0
Larynx,Massachusetts,2014.0,55-64 years,White,male,56,370288.0
Larynx,Massachusetts,2014.0,65-74 years,White,male,61,233668.0
Larynx,Massachusetts,2014.0,75-84 years,White,male,38,112507.0
Larynx,Massachusetts,2015.0,55-64 years,White,male,59,375781.0
Larynx,Massachusetts,2015.0,65-74 years,White,male,64,243239.0
Larynx,Massachusetts,2015.0,75-84 years,White,male,20,113600.0
Larynx,Massachusetts,2016.0,45-54 years,White,male,20,381769.0
Larynx,Massachusetts,2016.0,55-64 years,White,male,61,380205.0
Larynx,Massachusetts,2016.0,65-74 years,White,male,51,252310.0
Larynx,Michigan,2012.0,45-54 years,White,male,34,596660.0
Larynx,Michigan,2012.0,55-64 years,White,male,101,545938.0
Larynx,Michigan,2012.0,65-74 years,White,male,92,328481.0
Larynx,Michigan,2012.0,75-84 years,White,male,43,167028.0
Larynx,Michigan,2013.0,45-54 years,White,male,56,581692.0
Larynx,Michigan,2013.0,55-64 years,White,male,109,556104.0
Larynx,Michigan,2013.0,65-74 years,White,male,85,343897.0
Larynx,Michigan,2013.0,75-84 years,White,male,31,168376.0
Larynx,Michigan,2013.0,85+ years,White,male,18,62651.0
Larynx,Michigan,2014.0,45-54 years,White,male,28,570500.0
Larynx,Michigan,2014.0,55-64 years,White,male,109,564408.0
Larynx,Michigan,2014.0,65-74 years,White,male,76,358754.0
Larynx,Michigan,2014.0,75-84 years,White,male,19,171652.0
Larynx,Michigan,2015.0,45-54 years,White,male,33,558453.0
