Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Larynx,Iowa,2012.0,65-74 years,White,male,41.0
Larynx,Iowa,2012.0,75-84 years,White,male,17.0
Larynx,Iowa,2013.0,55-64 years,White,male,17.0
Larynx,Iowa,2013.0,65-74 years,White,male,39.0
Larynx,Iowa,2014.0,55-64 years,White,male,48.0
Larynx,Iowa,2014.0,65-74 years,White,male,18.0
Larynx,Iowa,2015.0,65-74 years,White,male,23.0
Larynx,Iowa,2016.0,55-64 years,White,male,18.0
Larynx,Iowa,2016.0,65-74 years,White,male,22.0
Larynx,Kansas,2014.0,55-64 years,White,male,16.0
Larynx,Kansas,2015.0,65-74 years,White,male,16.0
Larynx,Kentucky,2012.0,45-54 years,White,male,30.0
Larynx,Kentucky,2012.0,55-64 years,White,male,84.0
Larynx,Kentucky,2012.0,65-74 years,White,male,68.0
Larynx,Kentucky,2013.0,45-54 years,White,male,38.0
Larynx,Kentucky,2013.0,55-64 years,White,male,61.0
Larynx,Kentucky,2013.0,65-74 years,White,male,76.0
Larynx,Kentucky,2014.0,45-54 years,White,male,21.0
Larynx,Kentucky,2014.0,55-64 years,White,male,77.0
Larynx,Kentucky,2014.0,65-74 years,White,male,49.0
Larynx,Kentucky,2014.0,75-84 years,White,male,22.0
Larynx,Kentucky,2015.0,45-54 years,White,male,26.0
Larynx,Kentucky,2015.0,55-64 years,White,male,54.0
Larynx,Kentucky,2015.0,65-74 years,White,male,65.0
Larynx,Kentucky,2016.0,45-54 years,White,male,21.0
Larynx,Kentucky,2016.0,55-64 years,White,male,54.0
Larynx,Kentucky,2016.0,65-74 years,White,male,61.0
Larynx,Kentucky,2016.0,75-84 years,White,male,21.0
Larynx,Louisiana,2012.0,45-54 years,White,male,17.0
Larynx,Louisiana,2012.0,55-64 years,White,male,51.0
Larynx,Louisiana,2012.0,65-74 years,Black or African American,male,16.0
Larynx,Louisiana,2012.0,65-74 years,White,male,44.0
Larynx,Louisiana,2013.0,55-64 years,White,male,45.0
Larynx,Louisiana,2013.0,65-74 years,White,male,16.0
Larynx,Louisiana,2014.0,55-64 years,Black or African American,male,33.0
Larynx,Louisiana,2014.0,55-64 years,White,male,42.0
Larynx,Louisiana,2014.0,65-74 years,Black or African American,male,16.0
Larynx,Louisiana,2014.0,65-74 years,White,male,17.0
Larynx,Louisiana,2015.0,55-64 years,White,male,44.0
Larynx,Louisiana,2015.0,65-74 years,White,male,24.0
Larynx,Louisiana,2016.0,55-64 years,White,male,42.0
Larynx,Louisiana,2016.0,65-74 years,White,male,44.0
Larynx,Maryland,2012.0,55-64 years,White,male,18.0
Larynx,Maryland,2013.0,55-64 years,White,male,40.0
Larynx,Maryland,2013.0,65-74 years,White,male,20.0
Larynx,Maryland,2014.0,55-64 years,White,male,36.0
Larynx,Maryland,2015.0,55-64 years,White,male,16.0
Larynx,Maryland,2016.0,55-64 years,White,male,41.0
Larynx,Maryland,2016.0,65-74 years,White,male,25.0
Larynx,Massachusetts,2012.0,55-64 years,White,male,60.0
Larynx,Massachusetts,2012.0,65-74 years,White,male,44.0
Larynx,Massachusetts,2012.0,75-84 years,White,male,38.0
Larynx,Massachusetts,2013.0,45-54 years,White,male,17.0
Larynx,Massachusetts,2013.0,55-64 years,White,male,68.0
Larynx,Massachusetts,2013.0,65-74 years,White,male,71.0
Larynx,Massachusetts,2013.0,75-84 years,White,male,47.0
Larynx,Massachusetts,2014.0,55-64 years,White,male,56.0
Larynx,Massachusetts,2014.0,65-74 years,White,male,61.0
Larynx,Massachusetts,2014.0,75-84 years,White,male,38.0
Larynx,Massachusetts,2015.0,55-64 years,White,male,59.0
Larynx,Massachusetts,2015.0,65-74 years,White,male,64.0
Larynx,Massachusetts,2015.0,75-84 years,White,male,20.0
Larynx,Massachusetts,2016.0,45-54 years,White,male,20.0
Larynx,Massachusetts,2016.0,55-64 years,White,male,61.0
Larynx,Massachusetts,2016.0,65-74 years,White,male,51.0
Larynx,Michigan,2012.0,45-54 years,White,male,34.0
Larynx,Michigan,2012.0,55-64 years,White,male,101.0
Larynx,Michigan,2012.0,65-74 years,White,male,92.0
Larynx,Michigan,2012.0,75-84 years,White,male,43.0
Larynx,Michigan,2013.0,45-54 years,White,male,56.0
Larynx,Michigan,2013.0,55-64 years,White,male,109.0
Larynx,Michigan,2013.0,65-74 years,White,male,85.0
Larynx,Michigan,2013.0,75-84 years,White,male,31.0
Larynx,Michigan,2013.0,85+ years,White,male,18.0
Larynx,Michigan,2014.0,45-54 years,White,male,28.0
Larynx,Michigan,2014.0,55-64 years,White,male,109.0
Larynx,Michigan,2014.0,65-74 years,White,male,76.0
Larynx,Michigan,2014.0,75-84 years,White,male,19.0
Larynx,Michigan,2015.0,45-54 years,White,male,33.0
Larynx,Michigan,2015.0,55-64 years,White,male,112.0
Larynx,Michigan,2015.0,65-74 years,White,male,100.0
Larynx,Michigan,2015.0,75-84 years,White,male,23.0
Larynx,Michigan,2015.0,85+ years,White,male,19.0
Larynx,Michigan,2016.0,45-54 years,White,male,18.0
Larynx,Michigan,2016.0,55-64 years,White,male,119.0
Larynx,Michigan,2016.0,65-74 years,White,male,86.0
Larynx,Michigan,2016.0,75-84 years,White,male,21.0
Larynx,Michigan,2016.0,85+ years,White,male,16.0
Larynx,Minnesota,2012.0,55-64 years,White,male,24.0
Larynx,Minnesota,2012.0,65-74 years,White,male,38.0
Larynx,Minnesota,2012.0,75-84 years,White,male,22.0
Larynx,Minnesota,2013.0,55-64 years,White,male,38.0
Larynx,Minnesota,2013.0,65-74 years,White,male,25.0
Larynx,Minnesota,2014.0,55-64 years,White,male,43.0
Larynx,Minnesota,2014.0,65-74 years,White,male,28.0
Larynx,Minnesota,2015.0,55-64 years,White,male,47.0
Larynx,Minnesota,2015.0,65-74 years,White,male,32.0
Larynx,Minnesota,2016.0,55-64 years,White,male,28.0
Larynx,Minnesota,2016.0,65-74 years,White,male,45.0
Larynx,Mississippi,2012.0,55-64 years,White,male,17.0
Larynx,Mississippi,2013.0,45-54 years,White,male,18.0
Larynx,Mississippi,2013.0,55-64 years,White,male,16.0
Larynx,Mississippi,2013.0,65-74 years,White,male,20.0
Larynx,Mississippi,2014.0,55-64 years,Black or African American,male,17.0
Larynx,Mississippi,2014.0,55-64 years,White,male,16.0
Larynx,Mississippi,2015.0,65-74 years,White,male,17.0
Larynx,Missouri,2012.0,45-54 years,White,male,34.0
Larynx,Missouri,2012.0,55-64 years,White,male,65.0
Larynx,Missouri,2012.0,65-74 years,White,male,64.0
Larynx,Missouri,2012.0,75-84 years,White,male,24.0
Larynx,Missouri,2013.0,45-54 years,White,male,24.0
Larynx,Missouri,2013.0,55-64 years,White,male,68.0
Larynx,Missouri,2013.0,65-74 years,White,male,72.0
Larynx,Missouri,2013.0,75-84 years,White,male,16.0
Larynx,Missouri,2014.0,45-54 years,White,male,24.0
Larynx,Missouri,2014.0,55-64 years,White,male,57.0
Larynx,Missouri,2014.0,65-74 years,White,male,57.0
Larynx,Missouri,2014.0,75-84 years,White,male,22.0
Larynx,Missouri,2015.0,45-54 years,White,male,22.0
Larynx,Missouri,2015.0,55-64 years,White,male,82.0
Larynx,Missouri,2015.0,65-74 years,White,male,56.0
Larynx,Missouri,2015.0,75-84 years,White,male,21.0
Larynx,Missouri,2016.0,45-54 years,White,male,22.0
Larynx,Missouri,2016.0,55-64 years,White,male,67.0
Larynx,Missouri,2016.0,65-74 years,White,male,58.0
Larynx,Missouri,2016.0,75-84 years,White,male,18.0
Larynx,Nevada,2012.0,65-74 years,White,male,18.0
Larynx,Nevada,2015.0,65-74 years,White,male,18.0
Larynx,Nevada,2016.0,65-74 years,White,male,18.0
Larynx,New Jersey,2012.0,45-54 years,White,male,17.0
Larynx,New Jersey,2012.0,55-64 years,White,male,57.0
Larynx,New Jersey,2012.0,65-74 years,White,male,62.0
Larynx,New Jersey,2012.0,75-84 years,White,male,36.0
Larynx,New Jersey,2013.0,45-54 years,White,male,24.0
Larynx,New Jersey,2013.0,55-64 years,White,male,60.0
Larynx,New Jersey,2013.0,65-74 years,White,male,74.0
Larynx,New Jersey,2013.0,75-84 years,White,male,51.0
Larynx,New Jersey,2013.0,85+ years,White,male,19.0
Larynx,New Jersey,2014.0,45-54 years,White,male,18.0
Larynx,New Jersey,2014.0,55-64 years,White,male,59.0
Larynx,New Jersey,2014.0,65-74 years,White,male,75.0
Larynx,New Jersey,2014.0,75-84 years,White,male,44.0
Larynx,New Jersey,2014.0,85+ years,White,male,21.0
Larynx,New Jersey,2015.0,45-54 years,White,male,23.0
Larynx,New Jersey,2015.0,55-64 years,White,male,68.0
Larynx,New Jersey,2015.0,65-74 years,White,male,57.0
Larynx,New Jersey,2015.0,75-84 years,White,male,40.0
Larynx,New Jersey,2016.0,45-54 years,White,male,23.0
Larynx,New Jersey,2016.0,55-64 years,White,male,60.0
Larynx,New Jersey,2016.0,65-74 years,White,male,59.0
Larynx,New Jersey,2016.0,75-84 years,White,male,45.0
Larynx,New York,2012.0,45-54 years,White,male,74.0
Larynx,New York,2012.0,55-64 years,White,male,142.0
Larynx,New York,2012.0,65-74 years,Black or African American,male,21.0
Larynx,New York,2012.0,65-74 years,White,male,168.0
Larynx,New York,2012.0,75-84 years,White,male,101.0
Larynx,New York,2012.0,85+ years,White,male,29.0
Larynx,New York,2013.0,45-54 years,White,male,48.0
Larynx,New York,2013.0,55-64 years,Black or African American,male,18.0
Larynx,New York,2013.0,55-64 years,White,male,164.0
Larynx,New York,2013.0,65-74 years,White,male,152.0
Larynx,New York,2013.0,75-84 years,White,male,102.0
Larynx,New York,2013.0,85+ years,White,male,37.0
Larynx,New York,2014.0,45-54 years,White,male,66.0
Larynx,New York,2014.0,55-64 years,Black or African American,male,19.0
Larynx,New York,2014.0,55-64 years,White,male,147.0
Larynx,New York,2014.0,65-74 years,Black or African American,male,19.0
Larynx,New York,2014.0,65-74 years,White,male,139.0
Larynx,New York,2014.0,75-84 years,White,male,96.0
Larynx,New York,2014.0,85+ years,White,male,23.0
Larynx,New York,2015.0,45-54 years,White,male,63.0
Larynx,New York,2015.0,55-64 years,Black or African American,male,40.0
Larynx,New York,2015.0,55-64 years,White,male,148.0
Larynx,New York,2015.0,65-74 years,Black or African American,male,45.0
Larynx,New York,2015.0,65-74 years,White,male,149.0
Larynx,New York,2015.0,75-84 years,White,male,90.0
Larynx,New York,2015.0,85+ years,White,male,36.0
Larynx,New York,2016.0,45-54 years,White,male,45.0
Larynx,New York,2016.0,55-64 years,White,male,140.0
Larynx,New York,2016.0,65-74 years,Black or African American,male,18.0
Larynx,New York,2016.0,65-74 years,White,male,134.0
Larynx,New York,2016.0,75-84 years,White,male,102.0
Larynx,New York,2016.0,85+ years,White,male,23.0
Larynx,North Carolina,2012.0,45-54 years,White,male,28.0
Larynx,North Carolina,2012.0,55-64 years,Black or African American,male,23.0
Larynx,North Carolina,2012.0,55-64 years,White,male,79.0
Larynx,North Carolina,2012.0,65-74 years,Black or African American,male,18.0
Larynx,North Carolina,2012.0,65-74 years,White,male,71.0
Larynx,North Carolina,2012.0,75-84 years,White,male,45.0
Larynx,North Carolina,2013.0,45-54 years,White,male,32.0
Larynx,North Carolina,2013.0,55-64 years,Black or African American,male,20.0
Larynx,North Carolina,2013.0,55-64 years,White,male,84.0
Larynx,North Carolina,2013.0,65-74 years,White,male,90.0
Larynx,North Carolina,2013.0,75-84 years,White,male,30.0
Larynx,North Carolina,2014.0,45-54 years,White,male,35.0
Larynx,North Carolina,2014.0,55-64 years,Black or African American,male,25.0
Larynx,North Carolina,2014.0,55-64 years,White,male,84.0
Larynx,North Carolina,2014.0,65-74 years,Black or African American,male,20.0
Larynx,North Carolina,2014.0,65-74 years,White,male,88.0
Larynx,North Carolina,2014.0,75-84 years,White,male,39.0
Larynx,North Carolina,2014.0,85+ years,White,male,16.0
Larynx,North Carolina,2015.0,45-54 years,White,male,41.0
Larynx,North Carolina,2015.0,55-64 years,Black or African American,male,36.0
Larynx,North Carolina,2015.0,55-64 years,White,male,80.0
Larynx,North Carolina,2015.0,65-74 years,Black or African American,male,43.0
Larynx,North Carolina,2015.0,65-74 years,White,male,73.0
Larynx,North Carolina,2015.0,75-84 years,White,male,47.0
Larynx,North Carolina,2016.0,45-54 years,White,male,20.0
Larynx,North Carolina,2016.0,55-64 years,White,male,93.0
Larynx,North Carolina,2016.0,65-74 years,Black or African American,male,25.0
Larynx,North Carolina,2016.0,65-74 years,White,male,93.0
Larynx,North Carolina,2016.0,75-84 years,White,male,42.0
Larynx,Ohio,2012.0,45-54 years,White,male,64.0
Larynx,Ohio,2012.0,55-64 years,White,male,101.0
Larynx,Ohio,2012.0,65-74 years,White,male,90.0
Larynx,Ohio,2012.0,75-84 years,White,male,57.0
Larynx,Ohio,2012.0,85+ years,White,male,18.0
Larynx,Ohio,2013.0,45-54 years,White,male,77.0
Larynx,Ohio,2013.0,55-64 years,White,male,147.0
Larynx,Ohio,2013.0,65-74 years,White,male,130.0
Larynx,Ohio,2013.0,75-84 years,White,male,63.0
Larynx,Ohio,2014.0,45-54 years,White,male,68.0
Larynx,Ohio,2014.0,55-64 years,White,male,144.0
Larynx,Ohio,2014.0,65-74 years,White,male,107.0
Larynx,Ohio,2014.0,75-84 years,White,male,76.0
Larynx,Ohio,2014.0,85+ years,White,male,18.0
Larynx,Ohio,2015.0,45-54 years,White,male,69.0
Larynx,Ohio,2015.0,55-64 years,Black or African American,male,18.0
Larynx,Ohio,2015.0,55-64 years,White,male,162.0
Larynx,Ohio,2015.0,65-74 years,White,male,109.0
Larynx,Ohio,2015.0,75-84 years,White,male,62.0
Larynx,Ohio,2015.0,85+ years,White,male,16.0
Larynx,Ohio,2016.0,45-54 years,White,male,46.0
Larynx,Ohio,2016.0,55-64 years,White,male,111.0
Larynx,Ohio,2016.0,65-74 years,White,male,128.0
Larynx,Ohio,2016.0,75-84 years,White,male,29.0
Larynx,Ohio,2016.0,85+ years,White,male,21.0
Larynx,Oklahoma,2012.0,55-64 years,White,male,35.0
Larynx,Oklahoma,2012.0,65-74 years,White,male,19.0
Larynx,Oklahoma,2013.0,55-64 years,White,male,37.0
Larynx,Oklahoma,2013.0,65-74 years,White,male,20.0
Larynx,Oklahoma,2014.0,55-64 years,White,male,36.0
Larynx,Oklahoma,2014.0,65-74 years,White,male,36.0
Larynx,Oklahoma,2015.0,55-64 years,White,male,17.0
Larynx,Oklahoma,2015.0,65-74 years,White,male,41.0
Larynx,Oklahoma,2016.0,55-64 years,White,male,36.0
Larynx,Oklahoma,2016.0,65-74 years,White,male,18.0
Larynx,Oregon,2012.0,55-64 years,White,male,16.0
Larynx,Oregon,2012.0,65-74 years,White,male,18.0
Larynx,Oregon,2013.0,55-64 years,White,male,21.0
Larynx,Oregon,2013.0,65-74 years,White,male,37.0
Larynx,Oregon,2014.0,55-64 years,White,male,22.0
Larynx,Oregon,2014.0,65-74 years,White,male,19.0
Larynx,Oregon,2015.0,55-64 years,White,male,21.0
Larynx,Pennsylvania,2012.0,45-54 years,White,male,54.0
Larynx,Pennsylvania,2012.0,55-64 years,White,male,122.0
Larynx,Pennsylvania,2012.0,65-74 years,White,male,139.0
Larynx,Pennsylvania,2012.0,75-84 years,White,male,76.0
Larynx,Pennsylvania,2012.0,85+ years,White,male,24.0
Larynx,Pennsylvania,2013.0,45-54 years,White,male,57.0
Larynx,Pennsylvania,2013.0,55-64 years,White,male,128.0
Larynx,Pennsylvania,2013.0,65-74 years,White,male,130.0
Larynx,Pennsylvania,2013.0,75-84 years,White,male,72.0
Larynx,Pennsylvania,2013.0,85+ years,White,male,23.0
Larynx,Pennsylvania,2014.0,45-54 years,White,male,49.0
Larynx,Pennsylvania,2014.0,55-64 years,White,male,148.0
Larynx,Pennsylvania,2014.0,65-74 years,White,male,127.0
Larynx,Pennsylvania,2014.0,75-84 years,White,male,52.0
Larynx,Pennsylvania,2014.0,85+ years,White,male,37.0
Larynx,Pennsylvania,2015.0,45-54 years,White,male,37.0
Larynx,Pennsylvania,2015.0,55-64 years,White,male,126.0
Larynx,Pennsylvania,2015.0,65-74 years,White,male,111.0
Larynx,Pennsylvania,2015.0,75-84 years,White,male,90.0
Larynx,Pennsylvania,2015.0,85+ years,White,male,29.0
Larynx,Pennsylvania,2016.0,45-54 years,White,male,36.0
Larynx,Pennsylvania,2016.0,55-64 years,White,male,116.0
Larynx,Pennsylvania,2016.0,65-74 years,White,male,128.0
Larynx,Pennsylvania,2016.0,75-84 years,White,male,78.0
Larynx,Pennsylvania,2016.0,85+ years,White,male,38.0
Larynx,South Carolina,2012.0,55-64 years,White,male,44.0
Larynx,South Carolina,2012.0,65-74 years,White,male,53.0
Larynx,South Carolina,2012.0,75-84 years,White,male,19.0
Larynx,South Carolina,2013.0,45-54 years,White,male,16.0
Larynx,South Carolina,2013.0,55-64 years,Black or African American,male,17.0
Larynx,South Carolina,2013.0,55-64 years,White,male,44.0
Larynx,South Carolina,2013.0,65-74 years,White,male,24.0
Larynx,South Carolina,2013.0,75-84 years,White,male,18.0
Larynx,South Carolina,2014.0,45-54 years,White,male,16.0
Larynx,South Carolina,2014.0,55-64 years,White,male,49.0
Larynx,South Carolina,2014.0,65-74 years,Black or African American,male,18.0
Larynx,South Carolina,2014.0,65-74 years,White,male,46.0
Larynx,South Carolina,2015.0,45-54 years,White,male,19.0
Larynx,South Carolina,2015.0,55-64 years,Black or African American,male,21.0
Larynx,South Carolina,2015.0,55-64 years,White,male,55.0
Larynx,South Carolina,2015.0,65-74 years,White,male,28.0
Larynx,South Carolina,2015.0,75-84 years,White,male,19.0
Larynx,South Carolina,2016.0,55-64 years,White,male,48.0
Larynx,South Carolina,2016.0,65-74 years,Black or African American,male,19.0
Larynx,South Carolina,2016.0,65-74 years,White,male,48.0
Larynx,Tennessee,2012.0,45-54 years,White,male,23.0
Larynx,Tennessee,2012.0,55-64 years,White,male,77.0
Larynx,Tennessee,2012.0,65-74 years,White,male,79.0
Larynx,Tennessee,2012.0,75-84 years,White,male,19.0
Larynx,Tennessee,2013.0,45-54 years,White,male,37.0
Larynx,Tennessee,2013.0,55-64 years,White,male,71.0
Larynx,Tennessee,2013.0,65-74 years,White,male,86.0
Larynx,Tennessee,2013.0,75-84 years,White,male,18.0
Larynx,Tennessee,2014.0,45-54 years,White,male,23.0
Larynx,Tennessee,2014.0,55-64 years,White,male,70.0
Larynx,Tennessee,2014.0,65-74 years,White,male,63.0
Larynx,Tennessee,2014.0,75-84 years,White,male,16.0
Larynx,Tennessee,2015.0,45-54 years,White,male,18.0
Larynx,Tennessee,2015.0,55-64 years,White,male,80.0
Larynx,Tennessee,2015.0,65-74 years,White,male,60.0
Larynx,Tennessee,2015.0,75-84 years,White,male,32.0
Larynx,Tennessee,2016.0,45-54 years,White,male,30.0
Larynx,Tennessee,2016.0,55-64 years,White,male,74.0
Larynx,Tennessee,2016.0,65-74 years,White,male,68.0
Larynx,Tennessee,2016.0,75-84 years,White,male,17.0
Larynx,Texas,2012.0,45-54 years,White,male,74.0
Larynx,Texas,2012.0,55-64 years,Black or African American,male,37.0
Larynx,Texas,2012.0,55-64 years,White,male,198.0
Larynx,Texas,2012.0,65-74 years,White,male,171.0
Larynx,Texas,2012.0,75-84 years,White,male,84.0
Larynx,Texas,2012.0,85+ years,White,male,25.0
Larynx,Texas,2013.0,45-54 years,Black or African American,male,19.0
Larynx,Texas,2013.0,45-54 years,White,male,83.0
Larynx,Texas,2013.0,55-64 years,Black or African American,male,46.0
Larynx,Texas,2013.0,55-64 years,White,male,172.0
Larynx,Texas,2013.0,65-74 years,White,male,186.0
Larynx,Texas,2013.0,75-84 years,White,male,94.0
Larynx,Texas,2013.0,85+ years,White,male,26.0
Larynx,Texas,2014.0,45-54 years,White,male,66.0
Larynx,Texas,2014.0,55-64 years,Black or African American,male,42.0
Larynx,Texas,2014.0,55-64 years,White,male,203.0
Larynx,Texas,2014.0,65-74 years,Black or African American,male,18.0
Larynx,Texas,2014.0,65-74 years,White,male,183.0
Larynx,Texas,2014.0,75-84 years,White,male,90.0
Larynx,Texas,2014.0,85+ years,White,male,24.0
Larynx,Texas,2015.0,45-54 years,White,male,60.0
Larynx,Texas,2015.0,55-64 years,Black or African American,male,36.0
Larynx,Texas,2015.0,55-64 years,White,male,193.0
Larynx,Texas,2015.0,65-74 years,White,male,194.0
Larynx,Texas,2015.0,75-84 years,White,male,88.0
Larynx,Texas,2015.0,85+ years,White,male,33.0
Larynx,Texas,2016.0,45-54 years,White,male,47.0
Larynx,Texas,2016.0,55-64 years,Black or African American,male,18.0
Larynx,Texas,2016.0,55-64 years,White,male,172.0
Larynx,Texas,2016.0,65-74 years,Black or African American,male,41.0
Larynx,Texas,2016.0,65-74 years,White,male,185.0
Larynx,Texas,2016.0,75-84 years,White,male,103.0
Larynx,Texas,2016.0,85+ years,White,male,29.0
Larynx,Virginia,2012.0,55-64 years,White,male,46.0
Larynx,Virginia,2012.0,65-74 years,White,male,64.0
Larynx,Virginia,2012.0,75-84 years,White,male,23.0
Larynx,Virginia,2013.0,45-54 years,White,male,18.0
Larynx,Virginia,2013.0,55-64 years,White,male,81.0
Larynx,Virginia,2013.0,65-74 years,White,male,49.0
